Symbol,Price~,"Exp Date",Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",Delta,Time
APP,383.62,2025-06-06,Put,350.00,-9.92%,3.5,3.8,762,484,1.57,70.67%,-0.162647,"11:07 ET"
META,643.25,2025-06-06,Put,630.00,-2.56%,4.8,4.9,999,637,1.57,29.35%,-0.282924,"11:04 ET"
META,643.25,2025-05-30,Put,645.00,-0.24%,2.78,2.9,1789,1140,1.57,29.35%,-0.534681,"11:04 ET"
NVDA,135.23,2025-05-30,Put,134.00,-2.33%,0.13,0.14,26087,16572,1.57,38.90%,-0.129922,"11:04 ET"
NVDA,135.23,2025-06-06,Put,128.00,-6.70%,0.56,0.57,4548,2915,1.56,38.90%,-0.135378,"11:05 ET"
AAPL,198.88,2025-05-30,Call,197.50,+0.97%,1.87,1.95,5232,3345,1.56,30.35%,0.814205,"11:07 ET"
UNH,302.51,2025-06-06,Call,307.50,-0.65%,4.85,5.05,772,497,1.55,39.92%,0.411478,"11:04 ET"
RGTI,12.23,2025-06-06,Call,13.00,-4.84%,0.44,0.45,1460,942,1.55,102.45%,0.389333,"11:02 ET"
MSTR,366.11,2025-05-30,Put,352.50,-3.84%,0.23,0.27,1630,1053,1.55,59.40%,-0.066371,"11:02 ET"
NFLX,1195.36,2025-05-30,Put,"1,180.00",-0.84%,0.69,0.8,1720,1112,1.55,26.80%,-0.141642,"11:04 ET"
RGTI,12.23,2025-06-06,Call,13.50,-8.87%,0.3,0.34,1759,1133,1.55,102.45%,0.296049,"11:03 ET"
PLTR,129.54,2025-06-06,Put,123.00,-4.41%,1.67,1.75,2301,1489,1.55,58.38%,-0.228556,"11:04 ET"
HIMS,55.2,2025-05-30,Call,55.00,-0.29%,0.77,0.9,6006,3866,1.55,91.95%,0.544469,"11:04 ET"
AMD,110.91,2025-05-30,Call,112.00,-0.30%,0.25,0.27,6919,4460,1.55,41.59%,0.290226,"11:08 ET"
AAPL,198.88,2025-05-30,Call,200.00,-0.29%,0.36,0.37,23556,15218,1.55,30.35%,0.329113,"11:09 ET"
MSTR,366.11,2025-06-06,Call,387.50,-5.70%,3.65,3.85,661,429,1.54,59.40%,0.234857,"10:52 ET"
NFLX,1195.36,2025-05-30,Call,"1,195.00",-0.42%,1.65,1.88,1163,757,1.54,26.80%,0.305821,"11:04 ET"
GME,29.81,2025-05-30,Put,29.50,-2.25%,0.17,0.21,2882,1874,1.54,85.80%,-0.344019,"11:04 ET"
TSLA,360.14,2025-06-06,Put,280.00,-22.79%,0.19,0.21,8810,5737,1.54,61.68%,-0.012297,"11:01 ET"
LCID,2.31,2025-06-06,Call,2.00,+14.53%,0.32,0.35,606,395,1.53,73.51%,0.926768,"10:53 ET"
CRWD,464.02,2025-05-30,Call,465.00,-0.24%,1.55,1.87,612,400,1.53,50.12%,0.403746,"11:04 ET"
UBER,83.49,2025-06-06,Call,83.00,+1.19%,2.1,2.17,592,390,1.52,38.04%,0.582473,"11:03 ET"
COST,1045.35,2025-05-30,Call,"1,035.00",+0.29%,5.1,5.75,738,487,1.52,22.15%,0.554644,"11:02 ET"
FFAI,1.2,2025-05-30,Call,1.0000,+17.70%,0.2,0.24,1896,1245,1.52,248.84%,0.840399,"10:31 ET"
PONY,19.27,2025-05-30,Put,18.00,-8.68%,0.05,0.1,5474,3603,1.52,149.26%,-0.119443,"10:57 ET"
TSLA,360.14,2025-06-06,Put,275.00,-24.17%,0.18,0.19,5507,3633,1.52,61.68%,-0.011161,"10:58 ET"
TSLA,360.14,2025-05-30,Call,372.50,-2.71%,0.3,0.31,14577,9587,1.52,61.68%,0.091327,"11:05 ET"
PEP,131.6,2025-05-30,Put,132.00,0.00%,0.37,0.44,508,338,1.5,21.02%,-0.538935,"10:52 ET"
U,27.36,2025-06-20,Call,36.00,-34.93%,0.45,0.5,1580,1056,1.5,83.90%,0.154356,"11:03 ET"
TSLA,360.14,2025-06-06,Put,345.00,-4.87%,4.65,4.75,2390,1589,1.5,61.68%,-0.255407,"11:05 ET"
NVDA,135.23,2025-06-06,Put,123.00,-10.34%,0.2,0.21,2587,1726,1.5,38.90%,-0.052603,"11:04 ET"
MSTR,366.11,2025-06-06,Call,372.50,-1.61%,8.15,8.35,567,380,1.49,59.40%,0.416088,"10:57 ET"
PONY,19.27,2025-05-30,Call,18.50,+6.14%,1,1.1,2559,1712,1.49,149.26%,0.768343,"10:58 ET"
NVDA,135.23,2025-06-06,Put,138.00,+0.59%,3.75,3.85,5532,3712,1.49,38.90%,-0.587014,"11:04 ET"
AMZN,204.08,2025-05-30,Put,202.50,-1.27%,0.17,0.19,7339,4931,1.49,28.52%,-0.15441,"11:08 ET"
EOSE,4.16,2026-03-20,Put,2.00,-52.27%,0.28,0.32,500,338,1.48,103.25%,-0.098911,"09:33 ET"
TSLA,360.14,2025-06-06,Call,465.00,-28.22%,0.16,0.17,604,408,1.48,61.68%,0.012219,"11:00 ET"
CRWV,110.3,2025-05-30,Put,103.00,-4.41%,0.45,0.55,906,613,1.48,111.53%,-0.171337,"11:04 ET"
AVGO,239.9,2025-05-30,Put,240.00,-0.80%,0.73,0.79,1549,1048,1.48,49.92%,-0.353138,"11:08 ET"
TSLA,360.14,2025-06-06,Put,350.00,-3.49%,6.15,6.25,9765,6618,1.48,61.68%,-0.314602,"11:05 ET"
TSLA,360.14,2025-06-13,Call,357.50,+1.42%,20.4,20.55,761,518,1.47,61.68%,0.574106,"11:04 ET"
LLY,735.13,2025-06-06,Call,750.00,-2.19%,8.65,9.15,512,351,1.46,42.44%,0.348997,"11:03 ET"
MU,94.58,2025-05-30,Put,94.00,-0.95%,0.25,0.27,1526,1043,1.46,60.03%,-0.287838,"11:04 ET"
DELL,111.66,2025-05-30,Call,115.00,-2.19%,0.24,0.29,4099,2814,1.46,40.85%,0.199508,"11:04 ET"
RIOT,8.19,2025-05-30,Call,8.00,+1.84%,0.16,0.19,5276,3602,1.46,70.26%,0.831374,"11:04 ET"
PLTR,129.54,2025-06-06,Put,120.00,-6.74%,1.13,1.15,7389,5053,1.46,58.38%,-0.163673,"11:05 ET"
GOOGL,169.61,2025-05-30,Put,170.00,-0.45%,0.52,0.54,9850,6731,1.46,27.45%,-0.424389,"11:05 ET"
NVDA,135.23,2025-06-06,Put,135.00,-1.60%,2.28,2.29,20696,14149,1.46,38.90%,-0.419313,"11:05 ET"
ENPH,40.21,2025-05-30,Call,39.00,+2.67%,0.77,0.89,704,487,1.45,68.89%,0.831278,"11:04 ET"
NVDA,135.23,2025-06-06,Put,145.00,+5.69%,8.95,9.2,1358,938,1.45,38.90%,-0.895678,"11:02 ET"
DIS,112.41,2025-06-06,Call,114.00,-1.24%,0.69,0.74,1523,1047,1.45,21.68%,0.340262,"11:01 ET"
U,27.36,2025-06-13,Call,26.00,+2.55%,2.08,2.19,528,366,1.44,83.90%,0.591932,"10:53 ET"
VRNA,79.82,2025-06-20,Call,90.00,-13.41%,0.95,1.25,807,560,1.44,56.09%,0.189787,"10:52 ET"
TAL,9.85,2025-06-20,Put,9.50,-4.33%,0.25,0.3,3995,2769,1.44,57.11%,-0.332327,"11:05 ET"
NKE,60.59,2026-01-16,Put,42.50,-30.10%,1.35,1.39,500,349,1.43,46.10%,-0.111269,"10:28 ET"
DELL,111.66,2025-05-30,Call,111.00,+1.36%,2.02,2.39,525,366,1.43,40.85%,0.795186,"10:54 ET"
CVNA,323.69,2025-05-30,Call,322.50,+0.75%,3.15,3.7,562,393,1.43,51.34%,0.654513,"11:00 ET"
COST,1045.35,2025-05-30,Call,"1,030.00",+0.77%,8.1,9.1,1026,717,1.43,22.15%,0.715295,"10:59 ET"
TSLA,360.14,2025-05-30,Put,370.00,+2.02%,8.1,8.15,2060,1442,1.43,61.68%,-0.847145,"11:05 ET"
AMZN,204.08,2025-05-30,Put,205.00,-0.05%,0.96,1,8493,5956,1.43,28.52%,-0.577389,"11:08 ET"
ZS,272.62,2025-05-30,Call,272.50,-0.49%,1.2,1.38,926,652,1.42,32.25%,0.381845,"11:04 ET"
MSTR,366.11,2025-06-06,Call,370.00,-0.93%,9.15,9.35,1584,1116,1.42,59.40%,0.449504,"11:04 ET"
TSLA,360.14,2025-06-06,Put,365.00,+0.65%,12.85,12.9,1708,1200,1.42,61.68%,-0.515672,"11:05 ET"
VST,159.55,2025-06-06,Call,170.00,-6.20%,1.34,1.57,742,525,1.41,53.71%,0.223898,"11:03 ET"
TSLA,360.14,2025-06-06,Call,362.50,+0.04%,11.75,11.8,4692,3332,1.41,61.68%,0.519396,"11:05 ET"
PLTR,129.54,2025-06-13,Call,131.00,-1.81%,6.7,6.85,592,423,1.4,58.38%,0.531758,"11:04 ET"
TSLA,360.14,2025-06-06,Put,330.00,-9.01%,1.86,1.88,6815,4874,1.4,61.68%,-0.120688,"11:04 ET"
BABA,113.62,2025-05-30,Put,114.00,-0.33%,0.4,0.44,1567,1127,1.39,35.69%,-0.456132,"11:08 ET"
GME,29.81,2025-06-06,Call,30.50,-1.06%,0.85,0.9,1624,1167,1.39,85.80%,0.431336,"11:04 ET"
BA,205.55,2025-06-06,Put,192.50,-7.26%,0.39,0.43,506,366,1.38,28.77%,-0.086953,"10:59 ET"
NFLX,1195.36,2025-05-30,Put,"1,195.00",+0.42%,6,6.7,552,401,1.38,26.80%,-0.677276,"10:59 ET"
GME,29.81,2025-05-30,Call,30.50,-1.06%,0.09,0.1,4375,3178,1.38,85.80%,0.215137,"11:05 ET"
ELF,111.61,2025-05-30,Call,115.00,-1.31%,0.2,0.45,603,440,1.37,58.73%,0.166746,"10:58 ET"
CRWV,110.3,2025-05-30,Call,111.00,-3.02%,0.65,0.75,648,473,1.37,111.53%,0.256189,"11:04 ET"
HIMS,55.2,2025-06-06,Put,53.00,-3.36%,1.8,1.98,680,498,1.37,91.95%,-0.354277,"11:00 ET"
CRM,264.36,2025-05-30,Call,267.50,-1.52%,0.18,0.25,786,574,1.37,28.30%,0.115076,"11:05 ET"
MARA,14.56,2025-06-06,Call,15.00,-2.95%,0.38,0.4,12479,9080,1.37,74.76%,0.391303,"11:04 ET"
TSLA,360.14,2025-05-30,Call,375.00,-3.40%,0.16,0.18,17524,12836,1.37,61.68%,0.051281,"11:05 ET"
FUTU,101.97,2025-06-06,Put,100.00,-2.66%,1.81,2.04,533,392,1.36,52.49%,-0.355346,"10:58 ET"
BAM,55.38,2025-06-20,Put,52.50,-5.05%,0.75,1.25,587,432,1.36,36.15%,-0.288867,"10:27 ET"
BIDU,82.42,2025-06-06,Call,85.00,-2.86%,0.71,0.77,593,437,1.36,34.75%,0.290882,"11:01 ET"
GE,243.82,2025-06-06,Call,245.00,-0.02%,3.5,3.7,646,476,1.36,30.93%,0.498727,"10:56 ET"
QBTS,16.04,2025-06-06,Call,16.00,+1.17%,1.2,1.3,682,502,1.36,121.41%,0.574414,"11:02 ET"
RDDT,109.2,2025-06-06,Put,100.00,-9.88%,0.83,1,1100,806,1.36,68.70%,-0.149589,"10:52 ET"
UNH,302.51,2025-05-30,Call,300.00,+1.80%,3.2,3.5,9187,6731,1.36,39.92%,0.846487,"11:04 ET"
VRNA,79.82,2025-06-20,Put,75.00,-5.49%,2,2.4,509,376,1.35,56.09%,-0.290844,"10:31 ET"
UBER,83.49,2025-05-30,Call,83.00,+1.19%,0.84,0.94,561,417,1.35,38.04%,0.759114,"11:03 ET"
NFLX,1195.36,2025-05-30,Put,"1,200.00",+0.84%,9.7,11.1,694,513,1.35,26.80%,-0.841291,"10:58 ET"
TSLA,360.14,2025-06-06,Call,352.50,+2.80%,17.25,17.35,1289,953,1.35,61.68%,0.654039,"11:04 ET"
MRVL,60.53,2025-06-06,Call,68.00,-11.95%,0.2,0.23,1412,1044,1.35,54.51%,0.097451,"11:00 ET"
TSLA,360.14,2025-05-30,Call,350.00,+3.49%,12.4,12.65,15908,11746,1.35,61.68%,0.948903,"11:04 ET"
U,27.36,2025-06-06,Call,26.50,+0.67%,1.44,1.51,570,424,1.34,83.90%,0.541178,"11:03 ET"
WPM,86.38,2026-01-16,Call,90.00,-4.79%,8.1,8.5,584,437,1.34,31.65%,0.517026,"10:00 ET"
AMD,110.91,2025-06-06,Call,119.00,-6.56%,0.35,0.37,2772,2068,1.34,41.59%,0.122363,"11:08 ET"
DKNG,35.36,2025-05-30,Put,35.00,-0.54%,0.18,0.2,4417,3295,1.34,43.00%,-0.419549,"11:03 ET"
GM,49.8,2025-06-06,Call,51.00,-2.99%,0.28,0.32,6474,4857,1.33,31.75%,0.271764,"11:02 ET"
PATH,12.99,2025-06-06,Call,13.50,-1.73%,0.2,0.21,500,378,1.32,44.22%,0.315233,"11:03 ET"
META,643.25,2025-06-20,Put,430.00,-33.49%,0.07,0.1,1100,833,1.32,29.35%,-0.003186,"10:26 ET"
MSTR,366.11,2025-05-30,Put,370.00,+0.93%,6,6.4,2451,1857,1.32,59.40%,-0.73487,"11:04 ET"
LMND,33.98,2025-06-20,Call,39.00,-15.38%,0.75,0.8,530,406,1.31,70.93%,0.243684,"10:49 ET"
AMD,110.91,2025-06-06,Call,120.00,-7.46%,0.27,0.28,7558,5785,1.31,41.59%,0.096534,"11:08 ET"
META,643.25,2025-05-30,Call,632.50,+2.17%,11.75,12.05,777,597,1.3,29.35%,0.954453,"10:57 ET"
IONQ,40.47,2025-05-30,Call,43.00,-4.67%,0.06,0.09,942,726,1.3,99.00%,0.098515,"11:01 ET"
TSLA,360.14,2025-06-06,Put,307.50,-15.21%,0.49,0.51,604,468,1.29,61.68%,-0.035693,"10:57 ET"
TSLA,360.14,2025-06-06,Call,455.00,-25.46%,0.24,0.26,861,665,1.29,61.68%,0.018515,"10:57 ET"
NFLX,1195.36,2025-06-06,Call,"1,200.00",-0.84%,12.2,12.85,662,516,1.28,26.80%,0.423349,"11:01 ET"
LYFT,15.27,2025-06-06,Put,15.00,-2.02%,0.27,0.29,1164,911,1.28,48.58%,-0.372602,"11:04 ET"
HIMS,55.2,2025-05-30,Call,57.00,-3.94%,0.21,0.28,1999,1558,1.28,91.95%,0.191741,"11:04 ET"
META,643.25,2025-05-30,Call,640.00,+1.01%,5.15,5.35,3856,3012,1.28,29.35%,0.763814,"11:04 ET"
MSTR,366.11,2025-05-30,Put,357.50,-2.48%,0.69,0.75,1050,827,1.27,59.40%,-0.168157,"11:03 ET"
CRWV,110.3,2025-05-30,Call,112.00,-3.94%,0.45,0.55,1398,1101,1.27,111.53%,0.196185,"11:03 ET"
HOOD,64.94,2025-06-06,Call,65.00,-1.40%,1.99,2.03,4149,3260,1.27,64.10%,0.479851,"11:04 ET"
GME,29.81,2025-06-06,Put,29.50,-2.25%,0.91,0.95,796,630,1.26,85.80%,-0.43404,"11:04 ET"
PLTR,129.54,2025-06-13,Put,122.00,-5.18%,2.63,2.87,1484,1178,1.26,58.38%,-0.260361,"11:02 ET"
TEM,56.05,2025-05-30,Call,55.00,+2.33%,1,1.1,2011,1594,1.26,87.47%,0.663427,"11:04 ET"
AAPL,198.88,2025-06-06,Call,207.50,-4.05%,0.59,0.61,8557,6780,1.26,30.35%,0.154516,"11:07 ET"
AMD,110.91,2025-05-30,Put,110.00,-1.50%,0.16,0.18,25215,19938,1.26,41.59%,-0.205028,"11:08 ET"
NVDA,135.23,2025-05-30,Put,135.00,-1.60%,0.27,0.28,80083,63798,1.26,38.90%,-0.252945,"11:05 ET"
MRVL,60.53,2025-06-06,Put,56.00,-7.80%,0.39,0.47,582,466,1.25,54.51%,-0.155934,"11:02 ET"
AI,26.71,2025-05-30,Put,27.50,+0.33%,0.48,0.55,812,656,1.24,56.78%,-0.671066,"11:02 ET"
META,643.25,2025-05-30,Put,632.50,-2.17%,0.14,0.16,1644,1321,1.24,29.35%,-0.049118,"11:02 ET"
PLTR,129.54,2025-05-30,Call,123.00,+4.41%,8.25,8.5,4835,3890,1.24,58.38%,0.895468,"11:05 ET"
"Downloaded from Barchart.com as of 05-30-2025 10:37am CDT"
