Symbol,Price~,"Exp Date",Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",Delta,Time
MSTR,390.16,2025-06-13,Put,385.00,-0.57%,5.4,5.5,2400,1466,1.64,52.17%,-0.39449,"11:51 ET"
CRWV,152.8,2025-06-13,Put,150.00,-0.94%,7.15,7.6,4128,2512,1.64,129.93%,-0.410049,"11:51 ET"
AFRM,60.55,2026-01-16,Call,85.00,-40.66%,5.55,5.7,603,369,1.63,57.13%,0.353007,"10:22 ET"
PDD,101.3,2025-06-20,Call,103.00,-1.57%,1.92,1.98,638,392,1.63,36.73%,0.427156,"10:58 ET"
META,697.93,2025-06-13,Call,685.00,+1.25%,15.8,16.1,1912,1171,1.63,28.39%,0.717292,"11:51 ET"
NFLX,1187.99,2025-06-13,Call,"1,250.00",-5.50%,0.99,1.07,2123,1311,1.62,26.78%,0.063214,"11:50 ET"
CSCO,65.59,2025-12-19,Put,55.00,-15.81%,1.27,1.4,2624,1618,1.62,17.24%,-0.162831,"11:45 ET"
NFLX,1187.99,2025-06-13,Put,"1,170.00",-1.25%,6,6.3,1563,970,1.61,26.78%,-0.279134,"11:51 ET"
DOCU,77.55,2025-06-13,Call,81.00,-3.86%,0.2,0.23,2209,1368,1.61,31.48%,0.144493,"11:51 ET"
TSLA,318.14,2025-06-13,Call,310.00,+2.52%,13.95,14.1,18284,11368,1.61,62.49%,0.672218,"11:51 ET"
C,77.9,2026-07-17,Call,77.50,+0.33%,10.05,10.2,500,312,1.6,24.35%,0.568724,"11:44 ET"
CMCSA,35.28,2025-06-13,Call,35.50,-0.74%,0.18,0.2,960,601,1.6,21.37%,0.363952,"11:37 ET"
TSLA,318.14,2025-06-13,Put,287.50,-9.60%,0.98,1,3432,2145,1.6,62.49%,-0.084857,"11:50 ET"
LRCX,90.88,2025-06-13,Call,92.00,-2.11%,0.77,0.84,518,325,1.59,35.76%,0.337269,"11:51 ET"
DKNG,36.89,2025-11-21,Call,45.00,-22.02%,2.07,2.1,779,489,1.59,41.07%,0.331294,"11:51 ET"
ANET,93.46,2025-06-13,Call,97.00,-3.83%,0.45,0.6,1194,750,1.59,39.73%,0.219012,"11:50 ET"
QBTS,17.28,2025-06-13,Call,17.00,+1.33%,0.95,1,2106,1323,1.59,117.71%,0.583006,"11:48 ET"
MU,114.69,2025-06-20,Put,110.00,-3.03%,1.44,1.48,3253,2050,1.59,56.38%,-0.286843,"11:49 ET"
CMCSA,35.28,2027-01-15,Put,30.00,-14.87%,2.2,2.43,4545,2865,1.59,21.37%,-0.247091,"11:15 ET"
AAPL,202.81,2025-06-13,Put,200.00,-1.32%,1.11,1.13,20315,12760,1.59,26.85%,-0.29282,"11:51 ET"
MSTR,390.16,2025-06-13,Call,400.00,-3.31%,3.55,3.65,20426,12901,1.58,52.17%,0.305696,"11:51 ET"
META,697.93,2025-06-13,Call,710.00,-2.35%,3.35,3.45,5618,3575,1.57,28.39%,0.272099,"11:52 ET"
LAES,3.91,2025-06-20,Call,4.50,-15.98%,0.15,0.2,1004,643,1.56,165.96%,0.305261,"11:30 ET"
TSLA,318.14,2025-06-27,Put,310.00,-2.52%,12.6,12.7,1238,794,1.56,62.49%,-0.386143,"11:51 ET"
NVDA,143.02,2025-07-03,Call,157.50,-10.78%,0.88,0.89,1036,668,1.55,35.43%,0.144531,"11:48 ET"
CRSP,43.43,2025-06-20,Call,50.00,-14.31%,0.35,0.45,979,635,1.54,63.96%,0.152062,"11:42 ET"
XRX,5.8,2025-06-20,Call,6.00,-3.45%,0.15,0.25,2206,1431,1.54,68.60%,0.425399,"11:43 ET"
TSLA,318.14,2025-06-13,Put,295.00,-7.24%,1.76,1.77,11114,7204,1.54,62.49%,-0.140054,"11:51 ET"
TEM,67.7,2025-06-13,Call,73.00,-9.45%,0.55,0.65,599,391,1.53,84.74%,0.186655,"11:44 ET"
LLY,797.51,2025-06-13,Call,800.00,-0.51%,8.3,8.85,1238,810,1.53,39.01%,0.425117,"11:51 ET"
TSLA,318.14,2025-06-20,Call,327.50,-2.98%,9.7,9.8,1347,882,1.53,62.49%,0.424601,"11:51 ET"
AMD,123,2025-06-20,Put,121.00,-0.53%,2.8,2.82,901,593,1.52,40.28%,-0.426799,"11:51 ET"
NEXT,8.49,2025-07-18,Put,8.00,-4.76%,0.35,0.45,1017,671,1.52,58.53%,-0.329443,"11:25 ET"
TSLA,318.14,2025-06-27,Call,335.00,-5.34%,10.8,10.9,1513,998,1.52,62.49%,0.388281,"11:50 ET"
GOOG,181.65,2025-06-13,Call,180.00,+0.34%,2.86,2.9,17795,11686,1.52,26.72%,0.596832,"11:51 ET"
UNH,301.1,2025-06-27,Call,430.00,-42.64%,0.08,0.2,649,431,1.51,34.91%,0.00802,"10:49 ET"
TSLA,318.14,2025-06-27,Call,320.00,-0.62%,16.7,16.85,4155,2746,1.51,62.49%,0.522771,"11:50 ET"
INTC,20.9,2025-07-03,Call,21.00,-1.01%,0.81,0.83,4672,3085,1.51,41.14%,0.495881,"11:50 ET"
APA,19.55,2025-06-13,Call,20.00,-1.88%,0.2,0.21,7090,4698,1.51,40.15%,0.350196,"11:51 ET"
SHOO,26.13,2025-06-20,Call,25.00,+4.21%,1.35,1.8,10966,7268,1.51,45.29%,0.704405,"11:35 ET"
TEM,67.7,2025-06-20,Call,72.00,-7.95%,1.85,1.95,510,341,1.5,84.74%,0.331257,"11:50 ET"
ETSY,62.65,2025-06-27,Put,60.00,-4.21%,1.22,1.33,667,445,1.5,42.04%,-0.305818,"11:51 ET"
RKLB,27.89,2025-06-20,Put,28.00,+1.16%,1.48,1.53,2220,1478,1.5,72.62%,-0.490262,"11:40 ET"
AVGO,245.32,2025-06-13,Call,247.50,-2.02%,2.17,2.19,2317,1548,1.5,36.45%,0.35886,"11:51 ET"
META,697.93,2025-06-13,Put,680.00,-1.97%,2.49,2.55,3399,2262,1.5,28.39%,-0.205797,"11:50 ET"
AMD,123,2025-06-13,Put,120.00,-1.35%,1.47,1.48,6472,4326,1.5,40.28%,-0.34942,"11:51 ET"
TSLA,318.14,2025-07-11,Call,315.00,+0.95%,25.3,25.5,707,473,1.49,62.49%,0.571194,"11:45 ET"
IRBT,3.93,2026-01-16,Put,4.00,+0.25%,1.25,1.4,3600,2417,1.49,94.61%,-0.323834,"10:23 ET"
OKTA,100.12,2025-06-13,Put,100.00,-0.06%,1.12,1.21,1327,899,1.48,31.76%,-0.462545,"11:49 ET"
NFLX,1187.99,2025-06-13,Call,"1,240.00",-4.66%,1.57,1.64,1390,937,1.48,26.78%,0.094231,"11:50 ET"
AES,11.22,2025-11-21,Put,9.00,-19.86%,0.55,0.6,4935,3333,1.48,51.49%,-0.212377,"09:49 ET"
SMCI,42.8,2025-07-18,Put,43.00,+1.01%,3.7,3.75,576,393,1.47,66.07%,-0.456384,"11:33 ET"
ARM,139.51,2025-06-13,Call,150.00,-9.10%,0.28,0.32,1813,1234,1.47,47.44%,0.084651,"11:40 ET"
BA,215.5,2025-06-13,Call,217.50,-1.19%,1.57,1.67,2933,2000,1.47,29.56%,0.372971,"11:50 ET"
APA,19.55,2025-07-18,Call,22.50,-14.62%,0.23,0.26,3111,2120,1.47,40.15%,0.175918,"11:43 ET"
JPM,267.74,2025-06-27,Call,265.00,+0.91%,6.4,6.5,1004,689,1.46,20.35%,0.597747,"11:51 ET"
HOOD,72.07,2025-06-13,Call,74.00,-3.93%,1.14,1.15,7987,5519,1.45,64.02%,0.351335,"11:51 ET"
NVTS,8.25,2025-06-20,Put,8.00,+3.63%,0.85,0.9,529,367,1.44,130.53%,-0.481197,"11:47 ET"
HIMS,55.91,2025-06-13,Call,59.00,-7.90%,0.84,0.87,2740,1907,1.44,86.91%,0.273538,"11:51 ET"
NKE,63.68,2025-06-20,Put,62.00,-3.16%,0.59,0.63,668,468,1.43,47.90%,-0.28167,"11:49 ET"
HIMS,55.91,2025-06-27,Call,59.00,-7.90%,2.72,2.91,1112,776,1.43,86.91%,0.412579,"11:34 ET"
UNH,301.1,2025-06-20,Call,312.50,-3.67%,2.31,2.45,1166,817,1.43,34.91%,0.253597,"11:51 ET"
META,697.93,2025-06-27,Call,650.00,+6.30%,51.05,51.6,2023,1413,1.43,28.39%,0.863889,"11:35 ET"
HOOD,72.07,2025-06-13,Put,73.00,+2.53%,2.58,2.64,2374,1658,1.43,64.02%,-0.576985,"11:49 ET"
AMAT,173.41,2025-06-13,Call,177.50,-3.02%,1.02,1.12,615,434,1.42,35.10%,0.258417,"11:47 ET"
IONQ,40.39,2025-06-13,Put,39.00,-3.80%,0.74,0.88,1232,870,1.42,88.68%,-0.292579,"11:50 ET"
AAPL,202.81,2025-06-13,Call,207.50,-2.38%,0.79,0.8,19176,13528,1.42,26.85%,0.235658,"11:51 ET"
META,697.93,2025-06-13,Put,687.50,-0.89%,4.3,4.45,553,391,1.41,28.39%,-0.318027,"11:50 ET"
AOS,65.76,2025-07-18,Put,60.00,-8.86%,0.35,0.45,1336,954,1.4,24.23%,-0.140597,"11:45 ET"
GOOG,181.65,2025-07-25,Call,190.00,-5.20%,4.3,4.5,503,361,1.39,26.72%,0.360782,"11:41 ET"
GTLB,48.12,2025-06-13,Call,50.00,-3.84%,2.5,2.6,1540,1104,1.39,74.39%,0.45285,"11:50 ET"
SMR,34.88,2025-06-20,Call,39.00,-13.21%,1.04,1.15,560,405,1.38,93.35%,0.303659,"11:45 ET"
APP,380.61,2025-06-13,Call,400.00,-4.17%,4.6,4.9,1427,1034,1.38,63.95%,0.308304,"11:50 ET"
SLB,35.75,2025-08-15,Call,37.50,-5.04%,1.4,1.43,10672,7749,1.38,31.05%,0.404045,"11:50 ET"
DOW,30.57,2025-06-20,Put,29.00,-5.07%,0.22,0.26,697,509,1.37,38.02%,-0.207946,"10:42 ET"
TSLA,318.14,2025-07-03,Call,325.00,-2.19%,18.1,18.25,719,525,1.37,62.49%,0.492635,"11:46 ET"
SMR,34.88,2025-06-13,Call,40.00,-16.11%,0.31,0.39,818,595,1.37,93.35%,0.160003,"11:45 ET"
GOOG,181.65,2025-06-13,Call,192.50,-6.58%,0.1,0.11,888,648,1.37,26.72%,0.043298,"11:51 ET"
NVO,79.91,2025-06-13,Call,78.00,+1.85%,2.31,2.38,1051,769,1.37,46.47%,0.65534,"11:49 ET"
NVDA,143.02,2025-09-19,Put,140.00,-1.53%,10.45,10.55,20168,14758,1.37,35.43%,-0.405977,"11:47 ET"
QUBT,15.68,2025-06-27,Call,16.00,-1.14%,1.45,1.6,550,404,1.36,126.07%,0.528888,"11:45 ET"
NB,2.59,2025-06-20,Put,2.50,-2.72%,0.15,0.25,576,422,1.36,129.87%,-0.404213,"11:18 ET"
PLAY,26.23,2025-06-20,Call,27.00,-3.65%,1.7,1.85,1069,784,1.36,91.82%,0.474792,"11:47 ET"
PDD,101.3,2025-06-13,Call,107.00,-5.51%,0.29,0.33,1133,833,1.36,36.73%,0.133314,"11:45 ET"
MSFT,469.35,2025-06-13,Call,477.50,-2.03%,0.56,0.58,4441,3262,1.36,17.31%,0.140998,"11:51 ET"
NVDA,143.02,2025-06-13,Call,142.00,+0.12%,2.48,2.5,29629,21841,1.36,35.43%,0.566895,"11:51 ET"
NVDA,143.02,2025-07-25,Call,150.00,-5.51%,4.5,4.6,721,538,1.34,35.43%,0.385565,"11:51 ET"
TSLA,318.14,2025-06-27,Put,190.00,-40.26%,0.28,0.31,781,584,1.34,62.49%,-0.010695,"11:42 ET"
ARM,139.51,2025-06-27,Put,130.00,-5.45%,2.36,2.48,1012,756,1.34,47.44%,-0.256764,"11:49 ET"
HIMS,55.88,2025-06-13,Call,57.00,-4.24%,1.36,1.4,3434,2569,1.34,86.91%,0.40186,"11:51 ET"
HOOD,72.07,2025-06-13,Call,72.00,-1.12%,1.93,1.95,7200,5382,1.34,64.02%,0.503419,"11:51 ET"
TSSI,20.75,2025-06-20,Put,22.50,+11.88%,2.9,3.2,700,525,1.33,107.68%,-0.635431,"10:36 ET"
SOFI,14.07,2025-08-15,Call,14.00,+0.43%,1.57,1.6,2904,2187,1.33,50.08%,0.574104,"11:45 ET"
GOOGL,180.15,2025-06-20,Call,182.50,-1.93%,2.17,2.2,5241,3938,1.33,26.89%,0.385587,"11:51 ET"
TGT,101.79,2025-06-13,Put,98.00,-4.16%,0.25,0.26,528,399,1.32,34.01%,-0.129084,"11:51 ET"
RDDT,116.21,2025-06-13,Call,150.00,-28.01%,0,0.07,533,405,1.32,63.47%,0.020545,"11:23 ET"
CRWV,152.8,2025-06-13,Put,141.00,-6.89%,3.55,3.9,634,480,1.32,129.93%,-0.258997,"11:50 ET"
LULU,261.39,2025-06-13,Call,260.00,+0.72%,4.3,4.55,650,492,1.32,34.45%,0.572665,"11:41 ET"
AMZN,216.03,2025-06-13,Put,217.50,+1.06%,3.4,3.5,1696,1288,1.32,27.27%,-0.60834,"11:51 ET"
INSM,90.05,2025-07-18,Call,90.00,-0.13%,4.9,5.4,2704,2043,1.32,45.90%,0.535826,"11:27 ET"
NFLX,1187.99,2025-06-13,Put,"1,175.00",-0.83%,7.25,7.75,2959,2247,1.32,26.78%,-0.326585,"11:51 ET"
META,697.93,2025-06-13,Call,730.00,-5.23%,0.64,0.66,3523,2671,1.32,28.39%,0.069236,"11:51 ET"
SPCE,3.45,2025-06-20,Call,3.00,+12.54%,0.46,0.5,737,564,1.31,108.53%,0.894402,"11:37 ET"
APO,134.5,2025-12-19,Call,135.00,+0.06%,15.6,15.9,791,605,1.31,33.24%,0.572948,"10:54 ET"
TSLA,318.14,2025-06-13,Put,277.50,-12.74%,0.47,0.49,3149,2402,1.31,62.49%,-0.043546,"11:49 ET"
MARA,16.35,2025-07-18,Call,18.00,-11.32%,0.88,0.91,10553,8035,1.31,68.36%,0.377811,"11:47 ET"
BA,215.5,2025-06-13,Put,215.00,+0.03%,2.18,2.3,828,636,1.3,29.56%,-0.471635,"11:51 ET"
NFLX,1187.99,2025-06-13,Put,"1,190.00",+0.44%,13.15,13.75,1648,1264,1.3,26.78%,-0.496439,"11:50 ET"
JNJ,156.66,2025-09-19,Put,135.00,-13.61%,1.08,1.14,2056,1584,1.3,16.63%,-0.108658,"11:35 ET"
MSTR,390.16,2025-06-13,Put,390.00,+0.72%,7.65,7.8,2605,2003,1.3,52.17%,-0.498185,"11:51 ET"
STX,128.04,2025-06-20,Call,105.00,+18.19%,23.2,23.5,3516,2701,1.3,31.89%,0.956969,"11:15 ET"
AAPL,202.81,2025-06-13,Put,202.50,-0.08%,2.01,2.04,13665,10544,1.3,26.85%,-0.451787,"11:51 ET"
AMZN,216.03,2025-06-13,Call,217.50,-1.06%,1.72,1.75,14888,11431,1.3,27.27%,0.394946,"11:51 ET"
BE,21.81,2025-06-27,Call,27.00,-24.54%,0.15,0.2,655,507,1.29,66.73%,0.116576,"11:51 ET"
META,697.93,2025-06-13,Put,692.50,-0.17%,6.05,6.2,837,651,1.29,28.39%,-0.407571,"11:50 ET"
ZS,298.32,2025-08-15,Call,300.00,-0.69%,17.3,17.75,1075,833,1.29,31.59%,0.539759,"11:49 ET"
TSLA,318.14,2025-06-27,Put,315.00,-0.95%,14.85,15,1288,1000,1.29,62.49%,-0.431975,"11:46 ET"
PLUG,1.305,2025-07-11,Call,2.0000,-51.46%,0.08,0.1,542,425,1.28,165.59%,0.29715,"10:47 ET"
WOLF,1.5,2025-08-15,Put,0.5000,-66.56%,0.12,0.15,1479,1160,1.28,253.81%,-0.067732,"10:40 ET"
TSLA,318.14,2025-06-13,Call,335.00,-5.34%,3.4,3.5,18517,14450,1.28,62.49%,0.25777,"11:51 ET"
ELF,117.86,2025-12-19,Put,80.00,-32.44%,4.95,5.1,500,395,1.27,51.61%,-0.136792,"10:55 ET"
META,697.93,2025-06-13,Call,692.50,+0.17%,10.8,11,759,598,1.27,28.39%,0.591221,"11:51 ET"
CRWV,152.8,2025-06-13,Put,152.50,+0.71%,8.4,9,917,721,1.27,129.93%,-0.453149,"11:46 ET"
AAP,53.02,2025-06-13,Call,53.00,-0.34%,0.99,1.07,1907,1500,1.27,45.92%,0.488812,"11:50 ET"
MRK,80.95,2025-06-13,Put,77.00,-4.80%,0.11,0.15,2379,1873,1.27,31.38%,-0.087555,"11:37 ET"
PLUG,1.305,2025-06-20,Call,1.5000,-13.59%,0.1,0.12,45595,35950,1.27,165.59%,0.434268,"11:51 ET"
RKLB,27.89,2025-06-13,Put,28.00,+1.16%,0.94,1.08,1325,1050,1.26,72.62%,-0.511193,"11:48 ET"
GOOGL,180.15,2025-07-11,Call,190.00,-6.12%,2.15,2.22,1793,1423,1.26,26.89%,0.263594,"11:51 ET"
KSS,9.6,2025-06-13,Call,8.50,+10.71%,1.01,1.04,2395,1904,1.26,51.90%,0.947193,"11:34 ET"
EDIT,2.18,2025-07-18,Call,2.5000,-17.37%,0.15,0.2,528,422,1.25,106.86%,0.39466,"11:47 ET"
META,697.93,2025-06-13,Call,722.50,-4.15%,1.21,1.24,577,463,1.25,28.39%,0.120269,"11:51 ET"
SIRI,22.7,2025-07-18,Call,24.00,-6.01%,0.53,0.57,585,468,1.25,40.49%,0.3286,"11:43 ET"
AFRM,60.55,2025-06-20,Put,59.00,-2.37%,1.69,1.74,707,567,1.25,57.13%,-0.385331,"11:44 ET"
PLTR,131.61,2025-06-13,Put,129.00,-1.12%,1.87,1.9,2529,2026,1.25,54.84%,-0.354273,"11:51 ET"
NVDA,143.02,2026-12-18,Call,145.00,-1.99%,34.3,34.45,4659,3720,1.25,35.43%,0.642415,"11:13 ET"
HIMS,55.88,2025-06-13,Call,60.00,-9.73%,0.65,0.68,10639,8499,1.25,86.91%,0.221981,"11:51 ET"
NVTS,8.24,2025-06-13,Call,9.50,-23.06%,0.15,0.25,632,509,1.24,130.53%,0.211555,"11:43 ET"
GE,242.63,2025-06-13,Put,240.00,-0.93%,1.62,1.86,910,735,1.24,34.36%,-0.347452,"11:46 ET"
DJT,20.9,2027-01-15,Put,25.00,+19.10%,9.4,9.7,977,788,1.24,72.45%,-0.379796,"11:19 ET"
TSLA,318.14,2025-06-20,Put,297.50,-6.46%,5.1,5.2,997,805,1.24,62.49%,-0.239855,"11:50 ET"
TSLA,318.14,2025-06-13,Put,322.50,+1.41%,10.95,11.1,1761,1425,1.24,62.49%,-0.545324,"11:51 ET"
META,697.93,2025-06-13,Put,690.00,-0.53%,5.1,5.25,2750,2220,1.24,28.39%,-0.360935,"11:51 ET"
CRWV,152.8,2025-06-20,Put,120.00,-20.76%,2.5,2.89,7099,5716,1.24,129.93%,-0.128905,"11:51 ET"
"Downloaded from Barchart.com as of 06-10-2025 11:19am CDT"
